DAILY_COUNT,date,maxtempC,mintempC,weatherCode,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,DAILY_COUNT_lag_1,DAILY_COUNT_lag_2,DAILY_COUNT_lag_3,DAILY_COUNT_lag_4,DAILY_COUNT_lag_5,DAILY_COUNT_lag_6,DAILY_COUNT_lag_7,DAILY_COUNT_lag_8,DAILY_COUNT_lag_9,DAILY_COUNT_lag_10,month,day,year,holiday_,holiday_中秋节,holiday_元旦,holiday_劳动节,holiday_国庆节,holiday_春节,holiday_清明节,holiday_端午节
6044,2021-11-26,14,7,113,0,0,0,0,1,0,0,5947.0,6469.0,6384.0,6016.0,6683.0,6516.0,5829.0,6108.0,6409.0,6072.0,11,26,2021,1,0,0,0,0,0,0,0
6539,2021-11-27,12,10,113,0,0,0,0,0,1,0,6044.0,5947.0,6469.0,6384.0,6016.0,6683.0,6516.0,5829.0,6108.0,6409.0,11,27,2021,1,0,0,0,0,0,0,0
6551,2021-11-28,14,11,122,0,0,0,0,0,0,1,6539.0,6044.0,5947.0,6469.0,6384.0,6016.0,6683.0,6516.0,5829.0,6108.0,11,28,2021,1,0,0,0,0,0,0,0
6483,2021-11-29,15,11,176,1,0,0,0,0,0,0,6551.0,6539.0,6044.0,5947.0,6469.0,6384.0,6016.0,6683.0,6516.0,5829.0,11,29,2021,1,0,0,0,0,0,0,0
6047,2021-11-30,11,5,176,0,1,0,0,0,0,0,6483.0,6551.0,6539.0,6044.0,5947.0,6469.0,6384.0,6016.0,6683.0,6516.0,11,30,2021,1,0,0,0,0,0,0,0
6353,2021-12-01,9,5,113,0,0,1,0,0,0,0,6047.0,6483.0,6551.0,6539.0,6044.0,5947.0,6469.0,6384.0,6016.0,6683.0,12,1,2021,1,0,0,0,0,0,0,0
6008,2021-12-02,11,5,113,0,0,0,1,0,0,0,6353.0,6047.0,6483.0,6551.0,6539.0,6044.0,5947.0,6469.0,6384.0,6016.0,12,2,2021,1,0,0,0,0,0,0,0
6134,2021-12-03,11,7,113,0,0,0,0,1,0,0,6008.0,6353.0,6047.0,6483.0,6551.0,6539.0,6044.0,5947.0,6469.0,6384.0,12,3,2021,1,0,0,0,0,0,0,0
6575,2021-12-04,12,7,113,0,0,0,0,0,1,0,6134.0,6008.0,6353.0,6047.0,6483.0,6551.0,6539.0,6044.0,5947.0,6469.0,12,4,2021,1,0,0,0,0,0,0,0
6856,2021-12-05,14,11,113,0,0,0,0,0,0,1,6575.0,6134.0,6008.0,6353.0,6047.0,6483.0,6551.0,6539.0,6044.0,5947.0,12,5,2021,1,0,0,0,0,0,0,0
6751,2021-12-06,13,7,122,1,0,0,0,0,0,0,6856.0,6575.0,6134.0,6008.0,6353.0,6047.0,6483.0,6551.0,6539.0,6044.0,12,6,2021,1,0,0,0,0,0,0,0
6691,2021-12-07,10,6,113,0,1,0,0,0,0,0,6751.0,6856.0,6575.0,6134.0,6008.0,6353.0,6047.0,6483.0,6551.0,6539.0,12,7,2021,1,0,0,0,0,0,0,0
6618,2021-12-08,11,6,122,0,0,1,0,0,0,0,6691.0,6751.0,6856.0,6575.0,6134.0,6008.0,6353.0,6047.0,6483.0,6551.0,12,8,2021,1,0,0,0,0,0,0,0
6152,2021-12-09,13,10,122,0,0,0,1,0,0,0,6618.0,6691.0,6751.0,6856.0,6575.0,6134.0,6008.0,6353.0,6047.0,6483.0,12,9,2021,1,0,0,0,0,0,0,0
6114,2021-12-10,12,7,113,0,0,0,0,1,0,0,6152.0,6618.0,6691.0,6751.0,6856.0,6575.0,6134.0,6008.0,6353.0,6047.0,12,10,2021,1,0,0,0,0,0,0,0
6687,2021-12-11,11,7,122,0,0,0,0,0,1,0,6114.0,6152.0,6618.0,6691.0,6751.0,6856.0,6575.0,6134.0,6008.0,6353.0,12,11,2021,1,0,0,0,0,0,0,0
6789,2021-12-12,9,3,116,0,0,0,0,0,0,1,6687.0,6114.0,6152.0,6618.0,6691.0,6751.0,6856.0,6575.0,6134.0,6008.0,12,12,2021,1,0,0,0,0,0,0,0
6640,2021-12-13,7,1,113,1,0,0,0,0,0,0,6789.0,6687.0,6114.0,6152.0,6618.0,6691.0,6751.0,6856.0,6575.0,6134.0,12,13,2021,1,0,0,0,0,0,0,0
6561,2021-12-14,12,7,116,0,1,0,0,0,0,0,6640.0,6789.0,6687.0,6114.0,6152.0,6618.0,6691.0,6751.0,6856.0,6575.0,12,14,2021,1,0,0,0,0,0,0,0
6742,2021-12-15,10,7,122,0,0,1,0,0,0,0,6561.0,6640.0,6789.0,6687.0,6114.0,6152.0,6618.0,6691.0,6751.0,6856.0,12,15,2021,1,0,0,0,0,0,0,0
6411,2021-12-16,11,4,122,0,0,0,1,0,0,0,6742.0,6561.0,6640.0,6789.0,6687.0,6114.0,6152.0,6618.0,6691.0,6751.0,12,16,2021,1,0,0,0,0,0,0,0
5773,2021-12-17,3,-2,113,0,0,0,0,1,0,0,6411.0,6742.0,6561.0,6640.0,6789.0,6687.0,6114.0,6152.0,6618.0,6691.0,12,17,2021,1,0,0,0,0,0,0,0
6409,2021-12-18,6,-2,113,0,0,0,0,0,1,0,5773.0,6411.0,6742.0,6561.0,6640.0,6789.0,6687.0,6114.0,6152.0,6618.0,12,18,2021,1,0,0,0,0,0,0,0
6747,2021-12-19,10,4,113,0,0,0,0,0,0,1,6409.0,5773.0,6411.0,6742.0,6561.0,6640.0,6789.0,6687.0,6114.0,6152.0,12,19,2021,1,0,0,0,0,0,0,0
6662,2021-12-20,11,7,113,1,0,0,0,0,0,0,6747.0,6409.0,5773.0,6411.0,6742.0,6561.0,6640.0,6789.0,6687.0,6114.0,12,20,2021,1,0,0,0,0,0,0,0
6528,2021-12-21,11,6,113,0,1,0,0,0,0,0,6662.0,6747.0,6409.0,5773.0,6411.0,6742.0,6561.0,6640.0,6789.0,6687.0,12,21,2021,1,0,0,0,0,0,0,0
6801,2021-12-22,10,8,119,0,0,1,0,0,0,0,6528.0,6662.0,6747.0,6409.0,5773.0,6411.0,6742.0,6561.0,6640.0,6789.0,12,22,2021,1,0,0,0,0,0,0,0
6505,2021-12-23,9,7,122,0,0,0,1,0,0,0,6801.0,6528.0,6662.0,6747.0,6409.0,5773.0,6411.0,6742.0,6561.0,6640.0,12,23,2021,1,0,0,0,0,0,0,0
5370,2021-12-24,7,-4,122,0,0,0,0,1,0,0,6505.0,6801.0,6528.0,6662.0,6747.0,6409.0,5773.0,6411.0,6742.0,6561.0,12,24,2021,1,0,0,0,0,0,0,0
5411,2021-12-25,-1,-4,116,0,0,0,0,0,1,0,5370.0,6505.0,6801.0,6528.0,6662.0,6747.0,6409.0,5773.0,6411.0,6742.0,12,25,2021,1,0,0,0,0,0,0,0
6071,2021-12-26,-1,-5,113,0,0,0,0,0,0,1,5411.0,5370.0,6505.0,6801.0,6528.0,6662.0,6747.0,6409.0,5773.0,6411.0,12,26,2021,1,0,0,0,0,0,0,0
6297,2021-12-27,5,-2,113,1,0,0,0,0,0,0,6071.0,5411.0,5370.0,6505.0,6801.0,6528.0,6662.0,6747.0,6409.0,5773.0,12,27,2021,1,0,0,0,0,0,0,0
6649,2021-12-28,7,2,122,0,1,0,0,0,0,0,6297.0,6071.0,5411.0,5370.0,6505.0,6801.0,6528.0,6662.0,6747.0,6409.0,12,28,2021,1,0,0,0,0,0,0,0
6779,2021-12-29,7,1,116,0,0,1,0,0,0,0,6649.0,6297.0,6071.0,5411.0,5370.0,6505.0,6801.0,6528.0,6662.0,6747.0,12,29,2021,1,0,0,0,0,0,0,0
6458,2021-12-30,7,0,113,0,0,0,1,0,0,0,6779.0,6649.0,6297.0,6071.0,5411.0,5370.0,6505.0,6801.0,6528.0,6662.0,12,30,2021,1,0,0,0,0,0,0,0
5910,2021-12-31,5,0,122,0,0,0,0,1,0,0,6458.0,6779.0,6649.0,6297.0,6071.0,5411.0,5370.0,6505.0,6801.0,6528.0,12,31,2021,1,0,0,0,0,0,0,0
6612,2022-01-01,8,5,122,0,0,0,0,0,1,0,5910.0,6458.0,6779.0,6649.0,6297.0,6071.0,5411.0,5370.0,6505.0,6801.0,1,1,2022,0,0,1,0,0,0,0,0
6692,2022-01-02,5,1,113,0,0,0,0,0,0,1,6612.0,5910.0,6458.0,6779.0,6649.0,6297.0,6071.0,5411.0,5370.0,6505.0,1,2,2022,0,0,1,0,0,0,0,0
7393,2022-01-03,8,1,116,1,0,0,0,0,0,0,6692.0,6612.0,5910.0,6458.0,6779.0,6649.0,6297.0,6071.0,5411.0,5370.0,1,3,2022,0,0,1,0,0,0,0,0
7068,2022-01-04,6,2,119,0,1,0,0,0,0,0,7393.0,6692.0,6612.0,5910.0,6458.0,6779.0,6649.0,6297.0,6071.0,5411.0,1,4,2022,1,0,0,0,0,0,0,0
7052,2022-01-05,5,3,122,0,0,1,0,0,0,0,7068.0,7393.0,6692.0,6612.0,5910.0,6458.0,6779.0,6649.0,6297.0,6071.0,1,5,2022,1,0,0,0,0,0,0,0
6777,2022-01-06,7,2,113,0,0,0,1,0,0,0,7052.0,7068.0,7393.0,6692.0,6612.0,5910.0,6458.0,6779.0,6649.0,6297.0,1,6,2022,1,0,0,0,0,0,0,0
6315,2022-01-07,5,1,113,0,0,0,0,1,0,0,6777.0,7052.0,7068.0,7393.0,6692.0,6612.0,5910.0,6458.0,6779.0,6649.0,1,7,2022,1,0,0,0,0,0,0,0
6875,2022-01-08,7,3,122,0,0,0,0,0,1,0,6315.0,6777.0,7052.0,7068.0,7393.0,6692.0,6612.0,5910.0,6458.0,6779.0,1,8,2022,1,0,0,0,0,0,0,0
7097,2022-01-09,7,2,113,0,0,0,0,0,0,1,6875.0,6315.0,6777.0,7052.0,7068.0,7393.0,6692.0,6612.0,5910.0,6458.0,1,9,2022,1,0,0,0,0,0,0,0
6387,2022-01-10,6,0,299,1,0,0,0,0,0,0,7097.0,6875.0,6315.0,6777.0,7052.0,7068.0,7393.0,6692.0,6612.0,5910.0,1,10,2022,1,0,0,0,0,0,0,0
6295,2022-01-11,3,-2,116,0,1,0,0,0,0,0,6387.0,7097.0,6875.0,6315.0,6777.0,7052.0,7068.0,7393.0,6692.0,6612.0,1,11,2022,1,0,0,0,0,0,0,0
6685,2022-01-12,5,-1,176,0,0,1,0,0,0,0,6295.0,6387.0,7097.0,6875.0,6315.0,6777.0,7052.0,7068.0,7393.0,6692.0,1,12,2022,1,0,0,0,0,0,0,0
6276,2022-01-13,3,-1,113,0,0,0,1,0,0,0,6685.0,6295.0,6387.0,7097.0,6875.0,6315.0,6777.0,7052.0,7068.0,7393.0,1,13,2022,1,0,0,0,0,0,0,0
6345,2022-01-14,5,-1,119,0,0,0,0,1,0,0,6276.0,6685.0,6295.0,6387.0,7097.0,6875.0,6315.0,6777.0,7052.0,7068.0,1,14,2022,1,0,0,0,0,0,0,0
6449,2022-01-15,8,2,116,0,0,0,0,0,1,0,6345.0,6276.0,6685.0,6295.0,6387.0,7097.0,6875.0,6315.0,6777.0,7052.0,1,15,2022,1,0,0,0,0,0,0,0
6841,2022-01-16,4,0,113,0,0,0,0,0,0,1,6449.0,6345.0,6276.0,6685.0,6295.0,6387.0,7097.0,6875.0,6315.0,6777.0,1,16,2022,1,0,0,0,0,0,0,0
6902,2022-01-17,6,1,113,1,0,0,0,0,0,0,6841.0,6449.0,6345.0,6276.0,6685.0,6295.0,6387.0,7097.0,6875.0,6315.0,1,17,2022,1,0,0,0,0,0,0,0
7009,2022-01-18,6,0,113,0,1,0,0,0,0,0,6902.0,6841.0,6449.0,6345.0,6276.0,6685.0,6295.0,6387.0,7097.0,6875.0,1,18,2022,1,0,0,0,0,0,0,0
6853,2022-01-19,5,-2,113,0,0,1,0,0,0,0,7009.0,6902.0,6841.0,6449.0,6345.0,6276.0,6685.0,6295.0,6387.0,7097.0,1,19,2022,1,0,0,0,0,0,0,0
6059,2022-01-20,1,-3,113,0,0,0,1,0,0,0,6853.0,7009.0,6902.0,6841.0,6449.0,6345.0,6276.0,6685.0,6295.0,6387.0,1,20,2022,1,0,0,0,0,0,0,0
6101,2022-01-21,3,-1,122,0,0,0,0,1,0,0,6059.0,6853.0,7009.0,6902.0,6841.0,6449.0,6345.0,6276.0,6685.0,6295.0,1,21,2022,1,0,0,0,0,0,0,0
5827,2022-01-22,4,2,176,0,0,0,0,0,1,0,6101.0,6059.0,6853.0,7009.0,6902.0,6841.0,6449.0,6345.0,6276.0,6685.0,1,22,2022,1,0,0,0,0,0,0,0
5958,2022-01-23,5,0,116,0,0,0,0,0,0,1,5827.0,6101.0,6059.0,6853.0,7009.0,6902.0,6841.0,6449.0,6345.0,6276.0,1,23,2022,1,0,0,0,0,0,0,0
6191,2022-01-24,4,0,122,1,0,0,0,0,0,0,5958.0,5827.0,6101.0,6059.0,6853.0,7009.0,6902.0,6841.0,6449.0,6345.0,1,24,2022,1,0,0,0,0,0,0,0
5873,2022-01-25,6,0,116,0,1,0,0,0,0,0,6191.0,5958.0,5827.0,6101.0,6059.0,6853.0,7009.0,6902.0,6841.0,6449.0,1,25,2022,1,0,0,0,0,0,0,0
6214,2022-01-26,6,1,122,0,0,1,0,0,0,0,5873.0,6191.0,5958.0,5827.0,6101.0,6059.0,6853.0,7009.0,6902.0,6841.0,1,26,2022,1,0,0,0,0,0,0,0
5840,2022-01-27,4,0,122,0,0,0,1,0,0,0,6214.0,5873.0,6191.0,5958.0,5827.0,6101.0,6059.0,6853.0,7009.0,6902.0,1,27,2022,1,0,0,0,0,0,0,0
5492,2022-01-28,4,-1,122,0,0,0,0,1,0,0,5840.0,6214.0,5873.0,6191.0,5958.0,5827.0,6101.0,6059.0,6853.0,7009.0,1,28,2022,1,0,0,0,0,0,0,0
5024,2022-01-29,4,-1,122,0,0,0,0,0,1,0,5492.0,5840.0,6214.0,5873.0,6191.0,5958.0,5827.0,6101.0,6059.0,6853.0,1,29,2022,0,0,0,0,0,1,0,0
4263,2022-01-30,4,0,113,0,0,0,0,0,0,1,5024.0,5492.0,5840.0,6214.0,5873.0,6191.0,5958.0,5827.0,6101.0,6059.0,1,30,2022,0,0,0,0,0,1,0,0
2227,2022-01-31,6,2,119,1,0,0,0,0,0,0,4263.0,5024.0,5492.0,5840.0,6214.0,5873.0,6191.0,5958.0,5827.0,6101.0,1,31,2022,0,0,0,0,0,1,0,0
1969,2022-02-01,4,-1,113,0,1,0,0,0,0,0,2227.0,4263.0,5024.0,5492.0,5840.0,6214.0,5873.0,6191.0,5958.0,5827.0,2,1,2022,0,0,0,0,0,1,0,0
2874,2022-02-02,3,-1,122,0,0,1,0,0,0,0,1969.0,2227.0,4263.0,5024.0,5492.0,5840.0,6214.0,5873.0,6191.0,5958.0,2,2,2022,0,0,0,0,0,1,0,0
3505,2022-02-03,4,0,122,0,0,0,1,0,0,0,2874.0,1969.0,2227.0,4263.0,5024.0,5492.0,5840.0,6214.0,5873.0,6191.0,2,3,2022,0,0,0,0,0,1,0,0
4276,2022-02-04,4,-2,116,0,0,0,0,1,0,0,3505.0,2874.0,1969.0,2227.0,4263.0,5024.0,5492.0,5840.0,6214.0,5873.0,2,4,2022,0,0,0,0,0,1,0,0
4543,2022-02-05,3,-3,116,0,0,0,0,0,1,0,4276.0,3505.0,2874.0,1969.0,2227.0,4263.0,5024.0,5492.0,5840.0,6214.0,2,5,2022,0,0,0,0,0,1,0,0
4855,2022-02-06,4,-1,116,0,0,0,0,0,0,1,4543.0,4276.0,3505.0,2874.0,1969.0,2227.0,4263.0,5024.0,5492.0,5840.0,2,6,2022,0,0,0,0,0,1,0,0
5979,2022-02-07,4,0,122,1,0,0,0,0,0,0,4855.0,4543.0,4276.0,3505.0,2874.0,1969.0,2227.0,4263.0,5024.0,5492.0,2,7,2022,1,0,0,0,0,0,0,0
6002,2022-02-08,5,1,122,0,1,0,0,0,0,0,5979.0,4855.0,4543.0,4276.0,3505.0,2874.0,1969.0,2227.0,4263.0,5024.0,2,8,2022,1,0,0,0,0,0,0,0
6093,2022-02-09,7,2,122,0,0,1,0,0,0,0,6002.0,5979.0,4855.0,4543.0,4276.0,3505.0,2874.0,1969.0,2227.0,4263.0,2,9,2022,1,0,0,0,0,0,0,0
5699,2022-02-10,8,3,122,0,0,0,1,0,0,0,6093.0,6002.0,5979.0,4855.0,4543.0,4276.0,3505.0,2874.0,1969.0,2227.0,2,10,2022,1,0,0,0,0,0,0,0
5833,2022-02-11,6,4,116,0,0,0,0,1,0,0,5699.0,6093.0,6002.0,5979.0,4855.0,4543.0,4276.0,3505.0,2874.0,1969.0,2,11,2022,1,0,0,0,0,0,0,0
5551,2022-02-12,7,2,122,0,0,0,0,0,1,0,5833.0,5699.0,6093.0,6002.0,5979.0,4855.0,4543.0,4276.0,3505.0,2874.0,2,12,2022,1,0,0,0,0,0,0,0
5869,2022-02-13,6,3,122,0,0,0,0,0,0,1,5551.0,5833.0,5699.0,6093.0,6002.0,5979.0,4855.0,4543.0,4276.0,3505.0,2,13,2022,1,0,0,0,0,0,0,0
5818,2022-02-14,5,-2,176,1,0,0,0,0,0,0,5869.0,5551.0,5833.0,5699.0,6093.0,6002.0,5979.0,4855.0,4543.0,4276.0,2,14,2022,1,0,0,0,0,0,0,0
5377,2022-02-15,1,-2,122,0,1,0,0,0,0,0,5818.0,5869.0,5551.0,5833.0,5699.0,6093.0,6002.0,5979.0,4855.0,4543.0,2,15,2022,1,0,0,0,0,0,0,0
5006,2022-02-16,3,-3,113,0,0,1,0,0,0,0,5377.0,5818.0,5869.0,5551.0,5833.0,5699.0,6093.0,6002.0,5979.0,4855.0,2,16,2022,1,0,0,0,0,0,0,0
4960,2022-02-17,0,-3,122,0,0,0,1,0,0,0,5006.0,5377.0,5818.0,5869.0,5551.0,5833.0,5699.0,6093.0,6002.0,5979.0,2,17,2022,1,0,0,0,0,0,0,0
4963,2022-02-18,3,-1,116,0,0,0,0,1,0,0,4960.0,5006.0,5377.0,5818.0,5869.0,5551.0,5833.0,5699.0,6093.0,6002.0,2,18,2022,1,0,0,0,0,0,0,0
5443,2022-02-19,3,-2,116,0,0,0,0,0,1,0,4963.0,4960.0,5006.0,5377.0,5818.0,5869.0,5551.0,5833.0,5699.0,6093.0,2,19,2022,1,0,0,0,0,0,0,0
5659,2022-02-20,5,-1,113,0,0,0,0,0,0,1,5443.0,4963.0,4960.0,5006.0,5377.0,5818.0,5869.0,5551.0,5833.0,5699.0,2,20,2022,1,0,0,0,0,0,0,0
5216,2022-02-21,7,0,113,1,0,0,0,0,0,0,5659.0,5443.0,4963.0,4960.0,5006.0,5377.0,5818.0,5869.0,5551.0,5833.0,2,21,2022,1,0,0,0,0,0,0,0
5330,2022-02-22,4,-2,122,0,1,0,0,0,0,0,5216.0,5659.0,5443.0,4963.0,4960.0,5006.0,5377.0,5818.0,5869.0,5551.0,2,22,2022,1,0,0,0,0,0,0,0
4991,2022-02-23,3,-2,122,0,0,1,0,0,0,0,5330.0,5216.0,5659.0,5443.0,4963.0,4960.0,5006.0,5377.0,5818.0,5869.0,2,23,2022,1,0,0,0,0,0,0,0
5123,2022-02-24,7,2,113,0,0,0,1,0,0,0,4991.0,5330.0,5216.0,5659.0,5443.0,4963.0,4960.0,5006.0,5377.0,5818.0,2,24,2022,1,0,0,0,0,0,0,0
5183,2022-02-25,9,5,113,0,0,0,0,1,0,0,5123.0,4991.0,5330.0,5216.0,5659.0,5443.0,4963.0,4960.0,5006.0,5377.0,2,25,2022,1,0,0,0,0,0,0,0
5691,2022-02-26,10,3,176,0,0,0,0,0,1,0,5183.0,5123.0,4991.0,5330.0,5216.0,5659.0,5443.0,4963.0,4960.0,5006.0,2,26,2022,1,0,0,0,0,0,0,0
5746,2022-02-27,8,2,119,0,0,0,0,0,0,1,5691.0,5183.0,5123.0,4991.0,5330.0,5216.0,5659.0,5443.0,4963.0,4960.0,2,27,2022,1,0,0,0,0,0,0,0
5731,2022-02-28,7,6,119,1,0,0,0,0,0,0,5746.0,5691.0,5183.0,5123.0,4991.0,5330.0,5216.0,5659.0,5443.0,4963.0,2,28,2022,1,0,0,0,0,0,0,0
6573,2022-03-01,8,4,119,0,1,0,0,0,0,0,5731.0,5746.0,5691.0,5183.0,5123.0,4991.0,5330.0,5216.0,5659.0,5443.0,3,1,2022,1,0,0,0,0,0,0,0
5250,2022-03-02,10,2,113,0,0,1,0,0,0,0,6573.0,5731.0,5746.0,5691.0,5183.0,5123.0,4991.0,5330.0,5216.0,5659.0,3,2,2022,1,0,0,0,0,0,0,0
4878,2022-03-03,10,4,113,0,0,0,1,0,0,0,5250.0,6573.0,5731.0,5746.0,5691.0,5183.0,5123.0,4991.0,5330.0,5216.0,3,3,2022,1,0,0,0,0,0,0,0
5918,2022-03-04,15,6,119,0,0,0,0,1,0,0,4878.0,5250.0,6573.0,5731.0,5746.0,5691.0,5183.0,5123.0,4991.0,5330.0,3,4,2022,1,0,0,0,0,0,0,0
5118,2022-03-05,9,3,113,0,0,0,0,0,1,0,5918.0,4878.0,5250.0,6573.0,5731.0,5746.0,5691.0,5183.0,5123.0,4991.0,3,5,2022,1,0,0,0,0,0,0,0
5549,2022-03-06,5,4,122,0,0,0,0,0,0,1,5118.0,5918.0,4878.0,5250.0,6573.0,5731.0,5746.0,5691.0,5183.0,5123.0,3,6,2022,1,0,0,0,0,0,0,0
4608,2022-03-07,10,5,116,1,0,0,0,0,0,0,5549.0,5118.0,5918.0,4878.0,5250.0,6573.0,5731.0,5746.0,5691.0,5183.0,3,7,2022,1,0,0,0,0,0,0,0
4930,2022-03-08,10,4,113,0,1,0,0,0,0,0,4608.0,5549.0,5118.0,5918.0,4878.0,5250.0,6573.0,5731.0,5746.0,5691.0,3,8,2022,1,0,0,0,0,0,0,0
4959,2022-03-09,11,6,113,0,0,1,0,0,0,0,4930.0,4608.0,5549.0,5118.0,5918.0,4878.0,5250.0,6573.0,5731.0,5746.0,3,9,2022,1,0,0,0,0,0,0,0
4736,2022-03-10,10,7,119,0,0,0,1,0,0,0,4959.0,4930.0,4608.0,5549.0,5118.0,5918.0,4878.0,5250.0,6573.0,5731.0,3,10,2022,1,0,0,0,0,0,0,0
5015,2022-03-11,10,6,119,0,0,0,0,1,0,0,4736.0,4959.0,4930.0,4608.0,5549.0,5118.0,5918.0,4878.0,5250.0,6573.0,3,11,2022,1,0,0,0,0,0,0,0
4735,2022-03-12,9,7,176,0,0,0,0,0,1,0,5015.0,4736.0,4959.0,4930.0,4608.0,5549.0,5118.0,5918.0,4878.0,5250.0,3,12,2022,1,0,0,0,0,0,0,0
4919,2022-03-13,9,7,122,0,0,0,0,0,0,1,4735.0,5015.0,4736.0,4959.0,4930.0,4608.0,5549.0,5118.0,5918.0,4878.0,3,13,2022,1,0,0,0,0,0,0,0
4469,2022-03-14,14,6,299,1,0,0,0,0,0,0,4919.0,4735.0,5015.0,4736.0,4959.0,4930.0,4608.0,5549.0,5118.0,5918.0,3,14,2022,1,0,0,0,0,0,0,0
4262,2022-03-15,9,6,122,0,1,0,0,0,0,0,4469.0,4919.0,4735.0,5015.0,4736.0,4959.0,4930.0,4608.0,5549.0,5118.0,3,15,2022,1,0,0,0,0,0,0,0
4197,2022-03-16,10,7,122,0,0,1,0,0,0,0,4262.0,4469.0,4919.0,4735.0,5015.0,4736.0,4959.0,4930.0,4608.0,5549.0,3,16,2022,1,0,0,0,0,0,0,0
3756,2022-03-17,7,3,176,0,0,0,1,0,0,0,4197.0,4262.0,4469.0,4919.0,4735.0,5015.0,4736.0,4959.0,4930.0,4608.0,3,17,2022,1,0,0,0,0,0,0,0
3558,2022-03-18,6,3,305,0,0,0,0,1,0,0,3756.0,4197.0,4262.0,4469.0,4919.0,4735.0,5015.0,4736.0,4959.0,4930.0,3,18,2022,1,0,0,0,0,0,0,0
3307,2022-03-19,6,2,122,0,0,0,0,0,1,0,3558.0,3756.0,4197.0,4262.0,4469.0,4919.0,4735.0,5015.0,4736.0,4959.0,3,19,2022,1,0,0,0,0,0,0,0
3836,2022-03-20,7,2,113,0,0,0,0,0,0,1,3307.0,3558.0,3756.0,4197.0,4262.0,4469.0,4919.0,4735.0,5015.0,4736.0,3,20,2022,1,0,0,0,0,0,0,0
3606,2022-03-21,7,4,122,1,0,0,0,0,0,0,3836.0,3307.0,3558.0,3756.0,4197.0,4262.0,4469.0,4919.0,4735.0,5015.0,3,21,2022,1,0,0,0,0,0,0,0
3613,2022-03-22,8,5,116,0,1,0,0,0,0,0,3606.0,3836.0,3307.0,3558.0,3756.0,4197.0,4262.0,4469.0,4919.0,4735.0,3,22,2022,1,0,0,0,0,0,0,0
4092,2022-03-23,9,6,122,0,0,1,0,0,0,0,3613.0,3606.0,3836.0,3307.0,3558.0,3756.0,4197.0,4262.0,4469.0,4919.0,3,23,2022,1,0,0,0,0,0,0,0
4013,2022-03-24,9,7,122,0,0,0,1,0,0,0,4092.0,3613.0,3606.0,3836.0,3307.0,3558.0,3756.0,4197.0,4262.0,4469.0,3,24,2022,1,0,0,0,0,0,0,0
3495,2022-03-25,9,8,356,0,0,0,0,1,0,0,4013.0,4092.0,3613.0,3606.0,3836.0,3307.0,3558.0,3756.0,4197.0,4262.0,3,25,2022,1,0,0,0,0,0,0,0
4637,2022-03-26,14,8,113,0,0,0,0,0,1,0,3495.0,4013.0,4092.0,3613.0,3606.0,3836.0,3307.0,3558.0,3756.0,4197.0,3,26,2022,1,0,0,0,0,0,0,0
4674,2022-03-27,12,6,113,0,0,0,0,0,0,1,4637.0,3495.0,4013.0,4092.0,3613.0,3606.0,3836.0,3307.0,3558.0,3756.0,3,27,2022,1,0,0,0,0,0,0,0
4443,2022-03-28,10,6,113,1,0,0,0,0,0,0,4674.0,4637.0,3495.0,4013.0,4092.0,3613.0,3606.0,3836.0,3307.0,3558.0,3,28,2022,1,0,0,0,0,0,0,0
4518,2022-03-29,9,7,116,0,1,0,0,0,0,0,4443.0,4674.0,4637.0,3495.0,4013.0,4092.0,3613.0,3606.0,3836.0,3307.0,3,29,2022,1,0,0,0,0,0,0,0
4487,2022-03-30,14,8,176,0,0,1,0,0,0,0,4518.0,4443.0,4674.0,4637.0,3495.0,4013.0,4092.0,3613.0,3606.0,3836.0,3,30,2022,1,0,0,0,0,0,0,0
4227,2022-03-31,12,7,122,0,0,0,1,0,0,0,4487.0,4518.0,4443.0,4674.0,4637.0,3495.0,4013.0,4092.0,3613.0,3606.0,3,31,2022,1,0,0,0,0,0,0,0
4122,2022-04-01,11,7,116,0,0,0,0,1,0,0,4227.0,4487.0,4518.0,4443.0,4674.0,4637.0,3495.0,4013.0,4092.0,3613.0,4,1,2022,1,0,0,0,0,0,0,0
3686,2022-04-02,10,7,176,0,0,0,0,0,1,0,4122.0,4227.0,4487.0,4518.0,4443.0,4674.0,4637.0,3495.0,4013.0,4092.0,4,2,2022,0,0,0,0,0,0,1,0
4426,2022-04-03,11,8,113,0,0,0,0,0,0,1,3686.0,4122.0,4227.0,4487.0,4518.0,4443.0,4674.0,4637.0,3495.0,4013.0,4,3,2022,0,0,0,0,0,0,1,0
4711,2022-04-04,12,8,119,1,0,0,0,0,0,0,4426.0,3686.0,4122.0,4227.0,4487.0,4518.0,4443.0,4674.0,4637.0,3495.0,4,4,2022,0,0,0,0,0,0,1,0
4856,2022-04-05,11,9,116,0,1,0,0,0,0,0,4711.0,4426.0,3686.0,4122.0,4227.0,4487.0,4518.0,4443.0,4674.0,4637.0,4,5,2022,0,0,0,0,0,0,1,0
4643,2022-04-06,11,9,122,0,0,1,0,0,0,0,4856.0,4711.0,4426.0,3686.0,4122.0,4227.0,4487.0,4518.0,4443.0,4674.0,4,6,2022,1,0,0,0,0,0,0,0
